time,current position,reference position
24.389,0.0,0.3
24.4,0.0010999999999998789,0.3
24.412,0.0034999999999996145,0.3
24.422,0.005699999999999372,0.3
24.429,0.007299999999999196,0.3
24.437,0.008699999999999042,0.3
24.444,0.010299999999998866,0.3
24.453,0.01189999999999869,0.3
24.461,0.013499999999998513,0.3
24.469,0.015299999999998315,0.3
24.479,0.017299999999998095,0.3
24.487,0.01889999999999792,0.3
24.497,0.020899999999997698,0.3
24.507,0.0226999999999975,0.3
24.517,0.02469999999999728,0.3
24.528,0.026899999999997037,0.3
24.538,0.028899999999996817,0.3
24.547,0.030899999999996597,0.3
24.558,0.0326999999999964,0.3
24.568,0.034899999999996156,0.3
24.579,0.036899999999995936,0.3
24.587,0.038899999999995716,0.3
24.598,0.04069999999999552,0.3
24.609,0.042899999999995275,0.3
24.617,0.04469999999999508,0.3
24.625,0.04649999999999488,0.3
24.634,0.04849999999999466,0.3
24.644,0.05049999999999444,0.3
24.654,0.05249999999999422,0.3
24.664,0.054499999999994,0.3
24.674,0.0562999999999938,0.3
24.683,0.05829999999999358,0.3
24.694,0.06049999999999334,0.3
24.704,0.06249999999999312,0.3
24.713,0.0644999999999929,0.3
24.724,0.06649999999999268,0.3
24.735,0.06849999999999246,0.3
24.748,0.07089999999999219,0.3
24.757,0.072699999999992,0.3
24.767,0.07489999999999175,0.3
24.778,0.07689999999999153,0.3
24.787,0.07869999999999133,0.3
24.798000000000002,0.08089999999999109,0.3
24.808,0.08289999999999087,0.3
24.817,0.08489999999999065,0.3
24.828,0.08669999999999045,0.3
24.837,0.08889999999999021,0.3
24.848,0.09069999999999001,0.3
24.858,0.09289999999998977,0.3
24.867,0.09469999999998957,0.3
24.877,0.09689999999998933,0.3
24.887,0.09869999999998913,0.3
24.898,0.10089999999998889,0.3
24.907,0.10289999999998867,0.3
24.917,0.10489999999998845,0.3
24.927,0.10689999999998823,0.3
24.937,0.10869999999998803,0.3
24.947,0.11069999999998781,0.3
24.957,0.11269999999998759,0.3
24.968,0.11489999999998735,0.3
24.978,0.11689999999998713,0.3
24.987,0.1188999999999869,0.3
24.998,0.12089999999998668,0.3
25.008,0.12289999999998646,0.3
25.018,0.12489999999998624,0.3
25.028,0.12689999999998602,0.3
25.038,0.12909999999998578,0.3
25.047,0.1306999999999856,0.3
25.058,0.13289999999998536,0.3
25.067,0.13489999999998514,0.3
25.077,0.13689999999998492,0.3
25.087,0.13869999999998472,0.3
25.097,0.1406999999999845,0.3
25.107,0.14289999999998426,0.3
25.118,0.14469999999998406,0.3
25.128,0.14689999999998382,0.3
25.138,0.1488999999999836,0.3
25.148,0.15109999999998336,0.3
25.157,0.15269999999998318,0.3
25.167,0.15469999999998296,0.3
25.177,0.15669999999998274,0.3
25.187,0.15869999999998252,0.3
25.197,0.16089999999998228,0.3
25.208,0.16289999999998206,0.3
25.218,0.16489999999998184,0.3
25.229,0.16689999999998162,0.3
25.238,0.16869999999998142,0.3
25.247,0.17089999999998118,0.3
25.257,0.17289999999998096,0.3
25.267,0.17469999999998076,0.3
25.278,0.17689999999998052,0.3
25.287,0.1788999999999803,0.3
25.297,0.1806999999999801,0.3
25.308,0.18289999999997986,0.3
25.318,0.18489999999997964,0.3
25.328,0.18689999999997942,0.3
25.338,0.1888999999999792,0.3
25.346,0.190699999999979,0.3
25.358,0.19269999999997878,0.3
25.367,0.19489999999997853,0.3
25.377,0.19669999999997834,0.3
25.387,0.19869999999997812,0.3
25.397,0.2006999999999779,0.3
25.408,0.20289921599997784,0.3
25.417,0.20469506185219655,0.3
25.428,0.20707267354455228,0.3
25.438,0.20864472907879095,0.3
25.448,0.2107783154743712,0.3
25.456,0.2126926856384872,0.3
25.464,0.21419936259600503,0.3
25.474,0.21604587326158486,0.3
25.485,0.2180468612312163,0.3
25.495,0.2196561439785134,0.3
25.505,0.22158379514386484,0.3
25.514,0.2231310901387491,0.3
25.525,0.22497906825634884,0.3
25.535,0.22662726260053923,0.3
25.545,0.228080189734289,0.3
25.556,0.22981657334013184,0.3
25.566,0.2313613717216032,0.3
25.575,0.23287450404317012,0.3
25.584,0.2342075994969901,0.3
25.596,0.23579679961438926,0.3
25.605,0.23721536293249224,0.3
25.615,0.23846309117373954,0.3
25.625,0.239952002331554,0.3
25.634,0.24114761506377347,0.3
25.646,0.24257063985978156,0.3
25.655,0.2437139624343443,0.3
25.666,0.2450782148801891,0.3
25.677,0.246412292966673,0.3
25.687,0.24748100119622896,0.3
25.696,0.24864743566506298,0.3
25.707,0.24990631922212225,0.3
25.717,0.2509024170227554,0.3
25.726,0.2519838004370405,0.3
25.736,0.253040217006822,0.3
25.747,0.25417674110536104,0.3
25.757,0.2551876502657855,0.3
25.766,0.25607801281702924,0.3
25.776,0.2570441129866785,0.3
25.786,0.25798932225274007,0.3
25.797,0.2590068704413424,0.3
25.807,0.2599119128832674,0.3
25.817,0.26070892390095946,0.3
25.826999999999998,0.26166216320604896,0.3
25.836,0.26242599742149353,0.3
25.846,0.2632537294517716,0.3
25.855,0.2639838933353207,0.3
25.866,0.2648552262388797,0.3
25.875,0.2655540980309783,0.3
25.886,0.2663879883836624,0.3
25.896,0.26705674951771563,0.3
25.907,0.26793295370091585,0.3
25.917,0.26858158839180923,0.3
25.927,0.2692764573485198,0.3
25.935,0.26988873208259445,0.3
25.946,0.2706292043172438,0.3
25.956,0.27128355325455566,0.3
25.966,0.27191214313963274,0.3
25.977,0.2725870151953289,0.3
25.986,0.27312835219148446,0.3
25.996,0.2737168788167834,0.3
26.006,0.2742932875059323,0.3
26.017,0.27485841128869226,0.3
26.026,0.275414356951424,0.3
26.036,0.27596127881376287,0.3
26.046,0.2764889928599774,0.3
26.056,0.27700410689198796,0.3
26.066,0.2775087187976384,0.3
26.076,0.27800253061227265,0.3
26.087,0.278486311027627,0.3
26.096,0.2789603015768003,0.3
26.107,0.2794697042675478,0.3
26.117,0.27991992218396344,0.3
26.125,0.2802689921708583,0.3
26.137,0.2807440077324901,0.3
26.146,0.28116989870340947,0.3
26.156,0.28158658317069984,0.3
26.166,0.281993474185362,0.3
26.176,0.2823915441104998,0.3
26.185,0.282742012462581,0.3
26.196,0.28316318082749636,0.3
26.206,0.2835772196291073,0.3
26.216,0.2839039012616442,0.3
26.226,0.28425761801333427,0.3
26.237,0.2846035737458501,0.3
26.246,0.2849444291106491,0.3
